review_id,title,review,rating,date,language
14030101935,Good,Good,5,2026-05-05,
14030094663,Great App,It’s very easy to use.,5,2026-05-05,
14030093883,Thankyu,Jordar,5,2026-05-05,
14030086367,👍🏻,Good ui and ux,5,2026-05-05,
14030074912,Fraud app,"The worst trading app I have ever seen. It is completely unreliable and not fit for trading, so please stay away and do not waste your time or money on this disaster.",1,2026-05-05,
14030067332,Improve Help,The help area of Groww can be improved…. It’s so difficult to reach anyone if in doubt.,5,2026-05-05,
14030042188,As a stoke power,👌,5,2026-05-05,
14029962422,nice,best,5,2026-05-04,
14029936330,Great experience,"Easy to use, seamless transaction, simple interface",5,2026-05-04,
14029925664,UI view,For tab version iPad 11 UI is not Upto the mark only suitable for mobile apps,2,2026-05-04,
14029922259,Easy way to use,Better to choose this app instead of others . Easy and understandable app for investing,5,2026-05-04,
14029920124,Excellent,Good UI,5,2026-05-04,
14029860288,Good,Good investment,5,2026-05-04,
14029855236,Best,The best,5,2026-05-04,
14029839502,Very good application,Sundar Jabardast,5,2026-05-04,
14029771412,Best,Always recommend,5,2026-05-04,
14029760092,Veronica FIGER,Excellent,5,2026-05-04,
14029748325,Best application,1number,5,2026-05-04,
14029732477,Great but a request,"For MTF, please add a monthly/ annual subscription amd provide MTF at reduced interest rates. One of your competitor is already providing it. Due to that reason, I have to buy MTF trades on another broker. If you bring that on your platform soon, it will be great and appreciated.",5,2026-05-04,
14029714683,"No proper accounts, customer supports. Just Ai App","They grow we are crow. Time is money in stock market. They hold unnecessarily.no proper accounts for charges, the statements are like finding salt in desert sand. Market price will be always the highest Price available on the candle. While selling the lowest in the candle. No trailing stop. Beginners creation approved by? No cams? Still don’t know the pep is trading on this app.",1,2026-05-04,
14029701890,Hi,Good,5,2026-05-04,
14029695939,Nasty aver app for investing,The most of invest app who file all investments quickly and smoothly,5,2026-05-04,
14029684294,Grow,Grow with grow,5,2026-05-04,
14029637423,"Great application for stock, MF, F&O trading",Highly recommended application for stock activities,5,2026-05-04,
14029547507,Good app,Graphics are great,5,2026-05-04,
14029546265,Requires Sign In Frequently,"The app session expires within a few days and I have to sign in again, not sure if this is intentional (or) a bug. This was never the case before, but for the last few months this is coming up frequently. Certainly it’s a bad user experience and I am quite annoyed when this happens.",2,2026-05-04,
14029539826,Br,Very good,5,2026-05-04,
14029477088,Best app. & zerodha is really bakwas app,This app is best. Zerodha bakwas,5,2026-05-04,
14029408867,Alok Garg,Great Platform.,5,2026-05-04,
14028456885,Excellent app,Good app for beginners also,5,2026-05-04,
14028276685,Service,Best platform,5,2026-05-04,
14028233923,Easy to use App,I’ve been using this app for last 4 years. It’s a wonderful app with very user friendly UI. Frequent updates makes the app even better. A must try app for all those who are interested in investments.,5,2026-05-04,
14027597982,Nice,Nice 1,5,2026-05-04,
14027335851,Amazing experience,Amazing experience,5,2026-05-04,
14027217807,Nice,Nice,5,2026-05-04,
14027077601,Ease in use,Excellent,5,2026-05-04,
14026914031,Good,Good,5,2026-05-04,
14026744656,Moni- Hardi,Best App,5,2026-05-04,
14026713167,बेहतरीन अनुभव,आसान ट्रेडिंग ऐप,5,2026-05-04,
14026618833,Easy interface,Good for beginners.,5,2026-05-04,
14026603384,Superb,Good broker,5,2026-05-04,
14026594342,My experience,"Whenever someone asks me about the groww app, my first reaction is, this is an amazing app. All your needs will be met here. I personally use every part of this app and I appreciate everything about it.",5,2026-05-04,
14026567041,Mr Negi,User friendly,5,2026-05-04,
14026474260,Good for Trading,Able to learn and invest in different stocks and bonds.,5,2026-05-04,
14026360109,Almost good,Observing latency and no refresh sometimes,4,2026-05-03,
14026336155,Fundtastic,"Excellent platform for one to learn, understand & make money, Easy UI is the USP",5,2026-05-03,
14026309474,Too good,Easy to handle app,5,2026-05-03,
14026304915,One stop solution,Very user friendly and easy to understand.. very helpful.. great UI. Its a one stop solution,5,2026-05-03,
14026298917,Easy to use and more information available in this app,Easy to use and more information available in this app,5,2026-05-03,
14026243629,feedback,Everything is good except there should be a margin for trigger sales (like if it’s reaches 0.5+/-,4,2026-05-03,
14026153752,Best of all,One of the best apps to trade,5,2026-05-03,
14026134705,Grow,Amazing,5,2026-05-03,
14026129267,Very good,I am using grow since 2020 its performance is awesome,5,2026-05-03,
14026107817,Super,Nice app,5,2026-05-03,
14026107536,Febulous,Okay,5,2026-05-03,
14026087556,Ease of using,This one is the simplest to use I have ever seen,5,2026-05-03,
14026014837,Hustelless investment,One of the best investments app that I ever seen simple clean and clear.,5,2026-05-03,
14025973559,Quality,Good,5,2026-05-03,
14025942192,Great,Good experience,5,2026-05-03,
14025710333,Very good service,Nice performance,5,2026-05-03,
14024602892,Dm,Experience is awesome. Best user interface.,5,2026-05-03,
14024193500,So far so good,User friendly and much reliable. Using for past 5 years.,5,2026-05-03,
14024174130,Fraud,Doing Fraud by charging delay payment charges.,1,2026-05-03,
14024080715,All in one,Share buy back participation option is not showing,4,2026-05-03,
14024003993,Trending App,Easy to use,5,2026-05-03,
14023447099,😂,I was thinking of installing groww. Then I saw the ads.,1,2026-05-03,
14023407927,The Best Investment App,"I have been using Groww since it was introduced and I have to say that they have made many changes along their way and achieved great user base. I always recommend my friends to use Groww over other apps as their interface is clean and easy to use. Also, there are no AMC to maintain the account. Keep up the amazing work guys.",5,2026-05-03,
14023051606,Good,Fantastic,5,2026-05-03,
14023029702,The best,easy to handle,5,2026-05-03,
14022820074,Nice & easy,Easiest and elegant app ever,5,2026-05-03,
14022630809,Good App For Trading,Interface is good for trading,5,2026-05-02,
14022576180,Excellent app,Easy to use and so simple,5,2026-05-02,
14022518193,Good app,Very cool and easy to operate,5,2026-05-02,
14022504616,Easy to invest,This app makes investing easier. But There isn’t any mechanism that notify you that your funds are not growing and you should switch or stop investing here . This feature would make it better,4,2026-05-02,
14022465303,Chaitali,Very nice,5,2026-05-02,
14022425255,Superior,Easy to use,5,2026-05-02,
14022405695,Best UI,Everything simplified,5,2026-05-02,
14022402678,Groww app,Good for trading number 1 in India for trading simple and good interface for using and super fast like an Exness app,5,2026-05-02,
14022369050,Easy to use,User friendly,5,2026-05-02,
14022247432,Does the thing,Buying and redeeming mutual funds is seamless,5,2026-05-02,
14022004537,Easy interface,Ready to use and understand for new bee,5,2026-05-02,
14021203748,Eccilent,Excilent,5,2026-05-02,
14020677521,I trust and groww,For investment you can trust groww,5,2026-05-02,
14020476991,As simple as it can be,"User friendly, transparent and insightful as required.",5,2026-05-02,
14019438574,Very stable platform,"Buy and sell are quick and withdrawal of money is even faster,",5,2026-05-02,
14019421945,Good platform,Very good platform to meet financial Goal and it’s very easy to analyse the stocks and funds.,5,2026-05-02,
14019289194,Suggestion,Try to bring the feature of Direct investing in US market,4,2026-05-02,
14019283478,Love it aap❤️,⭐️⭐️⭐️⭐️⭐️,5,2026-05-02,
14019231212,Nice,Nice,5,2026-05-02,
14019171166,About the app,Very good and easy to take trade,5,2026-05-02,
14019095698,Simply the best !!!,Groww is the best platform in the world. Everything that you want is on the landing page which makes it very simple and easy to navigate. I downloaded all other app just to compare but I just couldn’t move on to some other app. Keep up the great work guys !!! The platform is absolutely brillaint. You just need to add a home button on pages so that with a simple click we get back to the home page.,5,2026-05-01,
14018994539,Good,I m just learning stock market it’s good for beginning,5,2026-05-01,
14018887017,Narayanarao Srinivasan,Pretty good,5,2026-05-01,
14018869175,Nice,Nice,5,2026-05-01,
14018844543,Easy trading by Groww,Very impressive service and easy to use,5,2026-05-01,
14018758309,Grow,This broker app has the best user interface. Very convenient and easy to use for beginners as well as professionals.,5,2026-05-01,
14018753488,Very cool,Much efficient,5,2026-05-01,
14018739199,Quick and easy,Very good,5,2026-05-01,
14018523766,Easy to use,The app is easy to use and navigate. All details are clearly shown. It is not complex,5,2026-05-01,
14018332720,Good,Good,5,2026-05-01,
14017678570,Sportan,Good,5,2026-05-01,
